asdfasdf





1123412342






!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=123262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=03262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=111262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=021262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!/977`6kOEO st/A=013511 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/977@6kNyO st/A=013681 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/976g6kNoO st/A=013809 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/976`6kN1O st/A=013933 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/977$6kM8O st/A=014049 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/977h6kLuO st/A=014154 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/977I6kLuO st/A=014265 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/976u6kL9O st/A=014364 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/977:6kKfO st/A=014478 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/977'6kK4O st/A=014643 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/977F6kK;O st/A=014746 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/976s6kK;O st/A=014861 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/976l6kJ^O st/A=014964 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/977W6kJ5O st/A=015066 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/977P6kIiO st/A=015199 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/977o6kJ)O st/A=015342 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/978f6kIuO st/A=015510 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/979k6kIlO st/A=015646 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97:V6kJEO st/A=015748 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97:D6kJhO st/A=015859 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97:26kJRO st/A=015956 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97;56kJ5O st/A=016066 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97<K6kJ)O st/A=016173 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97=P6kJ2O st/A=016275 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97=c6kJOO st/A=016398 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97>)6kJ<O st/A=016552 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97>#6kJUO st/A=016696 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97>a6kJ5O st/A=016787 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97?q6kJ,O st/A=016877 12.1V 25C HDOP00.9 SATS10HABET LX-120-A sscl.iastate.edu
!/97A#6kJXO st/A=017017 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97A66kK(O st/A=017113 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97A16kK>O st/A=017214 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Ab6kKDO st/A=017356 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97BA6kJwO st/A=017477 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97C&6kKJO st/A=017632 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Ck6kK;O st/A=017774 12.0V 25C HDOP00.9 SATS10HABET LX-120-A sscl.iastate.edu
!/97Dc6kK`O st/A=017909 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97E<6kKZO st/A=018064 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97En6kKyO st/A=018195 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97F46kKgO st/A=018358 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97G16kK;O st/A=018453 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97HZ6kKGO st/A=018560 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Hs6kKiO st/A=018661 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Hs6kKiO st/A=018746 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Id6kKJO st/A=018855 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Ji6kKfO st/A=018953 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Jp6kL0O st/A=019068 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97K#6kKsO st/A=019160 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97L36kKmO st/A=019268 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Lf6kLOO st/A=019394 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Lg6kM2O st/A=019502 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97M;6kMwO st/A=019620 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97My6kMjO st/A=019724 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97MT6kMgO st/A=019854 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97MA6kMNO st/A=019975 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97M(6kM]O st/A=020090 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Mt6kN'O st/A=020220 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97NR6kMjO st/A=020326 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Oh6kN!O st/A=020457 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97P[6kN\O st/A=020557 12.1V 25C HDOP00.9 SATS10HABET LX-120-A sscl.iastate.edu
!/97Pu6kO<O st/A=020654 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97P]6kOXO st/A=020778 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97P]6kOEO st/A=020868 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Q;6kO&O st/A=020997 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97QZ6kO6O st/A=021141 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97R?6kNoO st/A=021251 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Sn6kNcO st/A=021373 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Tm6kO/O st/A=021493 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97V=6kO/O st/A=021661 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97WS6kNiO st/A=021782 12.1V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Wy6kNoO st/A=021938 12.1V 25C HDOP00.9 SATS10HABET LX-120-A sscl.iastate.edu
!/97Yb6kNuO st/A=022080 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Zm6kOBO st/A=022197 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97Zm6kOEO st/A=022385 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97[96kNvO st/A=022482 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97\a6kNSO st/A=022605 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97]f6kNiO st/A=022711 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97^W6kN]O st/A=022896 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97^<6kMaO st/A=023085 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97^\6kMwO st/A=023185 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97_/6kN:O st/A=023288 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97_[6kN:O st/A=023424 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97a$6kMpO st/A=023541 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97aJ6kN*O st/A=023665 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97a06kMQO st/A=023873 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97b&6kLYO st/A=023988 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97cH6kL0O st/A=024078 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97dq6kL3O st/A=024189 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97eQ6kLIO st/A=024287 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97f$6kLYO st/A=024378 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97fZ6kKQO st/A=024594 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97hI6kK>O st/A=024726 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97j=6kJkO st/A=024968 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97k_6kIuO st/A=025106 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97n'6kJ&O st/A=025335 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97oD6kJ,O st/A=025456 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97p<6kJBO st/A=025577 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97p<6kJ)O st/A=025700 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97pr6kI7O st/A=025803 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97r;6kHaO st/A=025970 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97rg6kHjO st/A=026104 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97rs6kHQO st/A=026224 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97s>6kGhO st/A=026359 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97t(6kG3O st/A=026467 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97up6kFsO st/A=026608 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97vt6kG#O st 12.0V 25CHABET LX-120-A sscl.iastate.edu
!/97w-6kFQO st/A=026865 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97xa6kE^O st/A=026990 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/97zR6kELO st/A=027087 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98!06kEXO st/A=027200 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98!U6kEHO st/A=027288 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98"&6kDfO st/A=027384 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98#;6kCQO st/A=027502 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98%.6kB[O st/A=027609 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98'*6kBIO st/A=027726 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98(R6kAWO st/A=027929 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98)[6k@UO st/A=028067 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98*^6k@EO st/A=028208 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98+O6k@&O st/A=028375 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98,d6k?$O st/A=028482 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98.R6k>(O st/A=028581 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/980x6k=OO st/A=028710 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98256k=HO st/A=028839 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/983v6k<PO st/A=028969 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/984r6k;KO st/A=029138 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/985>6k;/O st/A=029264 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/986e6k9yO st/A=029424 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/987I6k9MO st/A=029584 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98:T6k8BO st/A=029878 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98<[6k8,O st/A=029962 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98?#6k7rO st/A=030100 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98@l6k8)O st/A=030216 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98CL6k7iO st/A=030335 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98El6k7!O st/A=030464 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98H'6k6aO st/A=030570 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98Ih6k6>O st/A=030744 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98K^6k6AO st/A=030886 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98Lo6k6KO st/A=031007 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98Nd6k6HO st/A=031154 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98Px6k5xO st/A=031293 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98R)6k5LO st/A=031424 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98S,6k59O st/A=031529 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98Th6k5FO st/A=031660 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98V?6k5IO st/A=031754 11.9V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98Wa6k4jO st/A=031848 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98Z-6k3NO st/A=031965 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98]%6k2@O st/A=032066 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98`g6k1DO st/A=032187 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98c`6k11O st/A=032310 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98f.6k1(O st/A=032413 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98hb6k0_O st/A=032520 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98k)6k0IO st/A=032618 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98mI6k/fO st/A=032738 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98oO6k.^O st/A=032835 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98qI6k-YO st/A=032946 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98t:6k,+O st/A=033062 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98vr6k*iO st/A=033159 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/98z"6k)2O st/A=033294 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/99"O6k(@O st/A=033403 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/99%f6k'cO st/A=033532 12.0V 25C HDOP01.0 SATS10HABET LX-120-A sscl.iastate.edu
!/99(c6k&<O st/A=033684 12.0V 23C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/99*E6k%lO st/A=033818 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/99,A6k%SO st/A=033948 12.0V 23C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/99./6k$aO st/A=034116 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/99136k#bO st/A=034231 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/994]6k"`O st/A=034344 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/997n6k"=O st/A=034473 12.0V 23C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/99;G6k"4O st/A=034595 12.0V 23C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/99>F6k!wO st/A=034695 12.0V 25C HDOP00.8 SATS11HABET LX-120-A sscl.iastate.edu
!/99AF6k!aO st/A=034802 12.0V 23C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99DR6k!^O st/A=034940 12.0V 25C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99FN6k!aO st/A=035042 12.0V 25C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99Ht6j{fO st/A=035209 12.0V 25C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99Jg6jzXO st/A=035338 11.9V 25C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99Kq6jz2O st/A=035443 12.0V 23C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99MT6jzEO st/A=035568 12.0V 23C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99O>6jzdO st/A=035665 12.0V 23C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99Q?6jz/O st/A=035800 12.0V 25C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99SY6jyFO st/A=035895 11.9V 23C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99UG6jy-O st/A=036008 12.0V 25C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99WI6jy=O st/A=036123 11.9V 25C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99Xm6jyPO st/A=036225 12.0V 23C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99Z*6jyCO st/A=036348 12.0V 25C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99[)6jySO st/A=036448 12.0V 23C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99\96jyhO st/A=036559 12.0V 25C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99]D6jy_O st/A=036663 12.0V 25C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99^56jyMO st/A=036773 11.9V 23C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99_86jxyO st/A=036906 12.0V 23C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99`n6jy3O st/A=037036 12.0V 23C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99bE6jyFO st/A=037247 12.0V 25C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99c#6jxmO st/A=037371 12.0V 23C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99cG6jx8O st/A=037479 12.0V 25C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99dQ6jx"O st/A=037651 11.9V 25C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99f;6jx8O st/A=037756 12.0V 25C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99gQ6jx1O st/A=037876 11.9V 23C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/99hP6jxgO st/A=037997 12.0V 25C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99ih6jyLO st/A=038109 12.0V 23C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99k!6jyrO st/A=038232 12.0V 25C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99kx6jzKO st/A=038349 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99l26jz^O st/A=038468 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99l96j{:O st/A=038553 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99oM6j{]O st/A=038757 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99p?6j{vO st/A=038932 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99p46k!wO st/A=039099 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99p66k"sO st/A=039225 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99pP6k#eO st/A=039372 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99q06k$QO st/A=039505 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99q>6k%3O st/A=039660 12.0V 23C HDOP01.1 SATS07HABET LX-120-A sscl.iastate.edu
!/99q?6k%SO st/A=039687 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99q,6k%iO st/A=039726 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99q_6k&8O st/A=039811 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99qy6k&^O st/A=039870 11.9V 23C HDOP01.1 SATS07HABET LX-120-A sscl.iastate.edu
!/99qs6k'4O st/A=039919 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99q66k'mO st/A=040076 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99q76k'vO st/A=040220 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99pR6k('O st/A=040309 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99p?6k'`O st/A=040398 12.0V 23C HDOP01.2 SATS00HABET LX-120-A sscl.iastate.edu
!/99o-6k'%O st/A=040323 12.0V 23C HDOP01.2 SATS00HABET LX-120-A sscl.iastate.edu
!/99mh6k&6O st/A=040235 12.0V 23C HDOP01.2 SATS02HABET LX-120-A sscl.iastate.edu
!/99pO6k)mO st/A=041739 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99pB6k)NO st/A=041814 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99p)6k)jO st/A=041869 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99o26k*@O st/A=041938 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99nO6k*vO st/A=041994 12.0V 23C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/99m_6k,(O st/A=042041 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99mM6k,cO st/A=042091 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99mU6k-LO st/A=042137 12.0V 23C HDOP01.9 SATS08HABET LX-120-A sscl.iastate.edu
